PMID,PMCID,Title,Year,Journal,DOI,Authors,Keywords,Abstract
28634715,PMC5550554,Regulatory element-based prediction identifies new susceptibility regulatory variants for osteoporosis.,2017,Hum Genet,10.1007/s00439-017-1825-4,"['Shi Yao', 'Yan Guo', 'Shan-Shan Dong', 'Ruo-Han Hao', 'Xiao-Feng Chen', 'Yi-Xiao Chen', 'Jia-Bin Chen', 'Qing Tian', 'Hong-Wen Deng', 'Tie-Lin Yang']",[],"Despite genome-wide association studies (GWASs) have identified many susceptibility genes for osteoporosis, it still leaves a large part of missing heritability to be discovered. Integrating regulatory information and GWASs could offer new insights into the biological link between the susceptibility SNPs and osteoporosis. We generated five machine learning classifiers with osteoporosis-associated variants and regulatory features data. We gained the optimal classifier and predicted genome-wide SNPs to discover susceptibility regulatory variants. We further utilized Genetic Factors for Osteoporosis Consortium (GEFOS) and three in-house GWASs samples to validate the associations for predicted positive SNPs. The random forest classifier performed best among all machine learning methods with the F1 score of 0.8871. Using the optimized model, we predicted 37,584 candidate SNPs for osteoporosis. According to the meta-analysis results, a list of regulatory variants was significantly associated with osteoporosis after multiple testing corrections and contributed to the expression of known osteoporosis-associated protein-coding genes. In summary, combining GWASs and regulatory elements through machine learning could provide additional information for understanding the mechanism of osteoporosis. The regulatory variants we predicted will provide novel targets for etiology research and treatment of osteoporosis."
26527800,PMC4647269,Identification of a novel cis-regulatory element essential for immune tolerance.,2015,J Exp Med,10.1084/jem.20151069,"['Taylor N LaFlam', 'Grégory Seumois', 'Corey N Miller', 'Wint Lwin', 'Kayla J Fasano', 'Michael Waterfield', 'Irina Proekt', 'Pandurangan Vijayanand', 'Mark S Anderson']",[],"Thymic central tolerance is essential to preventing autoimmunity. In medullary thymic epithelial cells (mTECs), the Autoimmune regulator (Aire) gene plays an essential role in this process by driving the expression of a diverse set of tissue-specific antigens (TSAs), which are presented and help tolerize self-reactive thymocytes. Interestingly, Aire has a highly tissue-restricted pattern of expression, with only mTECs and peripheral extrathymic Aire-expressing cells (eTACs) known to express detectable levels in adults. Despite this high level of tissue specificity, the cis-regulatory elements that control Aire expression have remained obscure. Here, we identify a highly conserved noncoding DNA element that is essential for Aire expression. This element shows enrichment of enhancer-associated histone marks in mTECs and also has characteristics of being an NF-κB-responsive element. Finally, we find that this element is essential for Aire expression in vivo and necessary to prevent spontaneous autoimmunity, reflecting the importance of this regulatory DNA element in promoting immune tolerance."
27632199,,"A comparative analysis of the evolution, expression, and cis-regulatory element of polygalacturonase genes in grasses and dicots.",2016,Funct Integr Genomics,10.1007/s10142-016-0503-2,"['Ying Liang', 'Youjian Yu', 'Jinlong Cui', 'Meiling Lyu', 'Liai Xu', 'Jiashu Cao']","['Dicots', 'Expression patterns', 'Grasses', 'Molecular evolution', 'Polygalacturonases', 'Regulatory elements']","Cell walls are a distinguishing characteristic of plants essential to their survival. The pectin content of primary cell walls in grasses and dicots is distinctly different. Polygalacturonases (PGs) can degrade pectins and participate in multiple developmental processes of plants. This study comprehensively compared the evolution, expression, and cis-regulatory element of PGs in grasses and dicots. A total of 577 PGs identified from five grasses and five dicots fell into seven clades. Evolutionary analysis demonstrated the distinct differences between grasses and dicots in patterns of gene duplication and loss, and evolutionary rates. Grasses generally contained much fewer clade C and F members than dicots. We found that this disparity was the result of less duplication and more gene losses in grasses. More duplications occurred in clades D and E, and expression analysis showed that most of clade E members were expressed ubiquitously at a high overall level and clade D members were closely related to male reproduction in both grasses and dicots, suggesting their biological functions were highly conserved across species. In addition to the general role in reproductive development, PGs of clades C and F specifically played roles in root development in dicots, shedding light on organ differentiation between the two groups of plants. A regulatory element analysis of clade C and F members implied that possible functions of PGs in specific biological responses contributed to their expansion and preservation. This work can improve the knowledge of PGs in plants generally and in grasses specifically and is beneficial to functional studies."
27984826,,Decoding the role of regulatory element polymorphisms in complex disease.,2016,Curr Opin Genet Dev,10.1016/j.gde.2016.10.007,"['Christopher M Vockley', 'Alejandro Barrera', 'Timothy E Reddy']",[],"Genetic variation in gene regulatory elements contributes to diverse human diseases, ranging from rare and severe developmental defects to common and complex diseases such as obesity and diabetes. Early examples of regulatory mechanisms of human diseases involve large chromosomal rearrangements that change the regulatory connections within the genome. Single nucleotide variants in regulatory elements can also contribute to disease, potentially via demonstrated associations with changes in transcription factor binding, enhancer activity, post-translational histone modifications, long-range enhancer-promoter interactions, or RNA polymerase recruitment. Establishing causality between non-coding genetic variants, gene regulation, and disease has recently become more feasible with advances in genome-editing and epigenome-editing technologies. As establishing causal regulatory mechanisms of diseases becomes routine, functional annotation of target genes is likely to emerge as a major bottleneck for translation into patient benefits. In this review, we discuss the history and recent advances in understanding the regulatory mechanisms of human disease, and new challenges likely to be encountered once establishing those mechanisms becomes rote."
27557758,,Quantitative Analysis of Cis-Regulatory Element Activity Using Synthetic Promoters in Transgenic Plants.,2018,Methods Mol Biol,10.1007/978-1-4939-6396-6_2,"['Geoffrey Benn', 'Katayoon Dehesh']","['Cis-regulatory element', 'Luciferase reporter', 'Stable transformation', 'Synthetic promoter', 'Transient transformation']","Synthetic promoters, introduced stably or transiently into plants, are an invaluable tool for the identification of functional regulatory elements and the corresponding transcription factor(s) that regulate the amplitude, spatial distribution, and temporal patterns of gene expression. Here, we present a protocol describing the steps required to identify and characterize putative cis-regulatory elements. These steps include application of computational tools to identify putative elements, construction of a synthetic promoter upstream of luciferase, identification of transcription factors that regulate the element, testing the functionality of the element introduced transiently and/or stably into the species of interest followed by high-throughput luciferase screening assays, and subsequent data processing and statistical analysis."
31470976,,Analysis of a limb-specific regulatory element in the promoter of the link protein gene.,2019,Biochem Biophys Res Commun,10.1016/j.bbrc.2019.08.104,"['Craig S Rhodes', 'Tomoya Matsunobu', 'Yoshihiko Yamada']","['Cartilage', 'Hox proteins', 'Limb', 'Link protein', 'Promoter', 'Transcriptional regulation']","Link protein is encoded by the Hapln1 gene and is a prototypical protein found in the cartilage matrix. It acts as an important component of the endochondral skeleton during early development. To study its transcriptional regulation, promoter fragments derived from the link protein gene were coupled to the β-galactosidase reporter and used to study in vivo transgene expression in mice. In day 15.5 mouse embryos, a link promoter fragment spanning -1020 to +40 nucleotides demonstrated highly specific β-galactosidase staining of skeletal structures, including the appendicular and axial cartilaginous tissues. Two shorter promoter fragments, spanning -690 to +40 and -315 to +40 nucleotides, demonstrated limb- and genitalia-specific expression resembling that of homeodomain-regulated tissues. Bioinformatic analysis revealed a highly conserved, Hox-like binding site (HLBS) at approximately -220 bp of the promoter, shared by both constructs, which contained the Hox-core consensus sequence TAATTA. Electromobility shift assays demonstrated binding of Hox-B4 recombinant protein to the HLBS, which was eliminated with nucleotide substitutions within the core-binding element. Co-transfection analysis of the HLBS demonstrated a 22-fold transcriptional activation by HoxA9 expression, which was ablated with a substitution within the core HLBS element. Together these findings establish promoter regions within the link protein gene that are important for in vivo expression and identify the potential role of homeodomain-containing proteins in controlling cartilage and limb gene expression."
27161480,PMC4862039,High-throughput cis-regulatory element discovery in the vector mosquito Aedes aegypti.,2016,BMC Genomics,10.1186/s12864-016-2468-x,"['Susanta K Behura', 'Joseph Sarro', 'Ping Li', 'Keshava Mysore', 'David W Severson', 'Scott J Emrich', 'Molly Duman-Scheel']","['Dengue virus', 'Drosophila', 'FAIRE-seq', 'Genome', 'Next generation sequencing', 'Zika']","Despite substantial progress in mosquito genomic and genetic research, few cis-regulatory elements (CREs), DNA sequences that control gene expression, have been identified in mosquitoes or other non-model insects. Formaldehyde-assisted isolation of regulatory elements paired with DNA sequencing, FAIRE-seq, is emerging as a powerful new high-throughput tool for global CRE discovery. FAIRE results in the preferential recovery of open chromatin DNA fragments that are not bound by nucleosomes, an evolutionarily conserved indicator of regulatory activity, which are then sequenced. Despite the power of the approach, FAIRE-seq has not yet been applied to the study of non-model insects. In this investigation, we utilized FAIRE-seq to profile open chromatin and identify likely regulatory elements throughout the genome of the human disease vector mosquito Aedes aegypti. We then assessed genetic variation in the regulatory elements of dengue virus susceptible (Moyo-S) and refractory (Moyo-R) mosquito strains."
23050906,PMC3522477,Promoter analysis of the DHCR24 (3β-hydroxysterol Δ(24)-reductase) gene: characterization of SREBP (sterol-regulatory-element-binding protein)-mediated activation.,2012,Biosci Rep,10.1042/BSR20120095,"['Lidia A Daimiel', 'María E Fernández-Suárez', 'Sara Rodríguez-Acebes', 'Lorena Crespo', 'Miguel A Lasunción', 'Diego Gómez-Coronado', 'Javier Martínez-Botas']",[],"DHCR24 (3β-hydroxysterol Δ(24)-reductase) catalyses the reduction of the C-24 double bond of sterol intermediates during cholesterol biosynthesis. DHCR24 has also been involved in cell growth, senescence and cellular response to oncogenic and oxidative stress. Despite its important roles, little is known about the transcriptional mechanisms controlling DHCR24 gene expression. We analysed the proximal promoter region and the cholesterol-mediated regulation of DHCR24. A putative SRE (sterol-regulatory element) at -98/-90 bp of the transcription start site was identified. Other putative regulatory elements commonly found in SREBP (SRE-binding protein)-targeted genes were also identified. Sterol responsiveness was analysed by luciferase reporter assays of approximately 1 kb 5'-flanking region of the human DHCR24 gene in HepG2 and SK-N-MC cells. EMSAs (electrophoretic mobility-shift assays) and ChIP (chromatin immunoprecipitation) assays demonstrated cholesterol-dependent recruitment and binding of SREBPs to the putative SRE. Given the presence of several CACCC-boxes in the DHCR24 proximal promoter, we assessed the role of KLF5 (Krüppel-like factor 5) in androgen-regulated DHCR24 expression. DHT (dihydrotestosterone) increased DHCR24 expression synergistically with lovastatin. However, DHT was unable to activate the DHCR24 proximal promoter, whereas KLF5 did, indicating that this mechanism is not involved in the androgen-induced stimulation of DHCR24 expression. The results of the present study allow the elucidation of the mechanism of regulation of the DHCR24 gene by cholesterol availability and identification of other putative cis-acting elements which may be relevant for the regulation of DHCR24 expression."
25528267,,An epigenetic regulatory element of the Nodal gene in the mouse and human genomes.,2014,Mech Dev,10.1016/j.mod.2014.12.003,"['Daisuke Arai', 'Koji Hayakawa', 'Jun Ohgane', 'Mitsuko Hirosawa', 'Yoichi Nakao', 'Satoshi Tanaka', 'Kunio Shiota']","['DNA methylation', 'Epigenetics', 'Nodal', 'Polycomb silencing', 'Regulatory element']","Nodal signaling plays critical roles during embryonic development. The Nodal gene is not expressed in adult tissues but is frequently activated in cancer cells, contributing to progression toward malignancy. Although several regulatory elements of the Nodal gene have been identified, the epigenetic mechanisms by which Nodal expression is regulated over the long term remain unclear. We found a region exhibiting dynamic changes in DNA methylation at approximately -3.0 kb to -0.4 kb upstream from the transcriptional start site (TSS) that we termed the epigenetic regulatory element (ERE). The ERE was unmethylated in mouse embryonic stem cells (mESCs) but became increasingly methylated in differentiated cells and tissues, concomitant with the downregulation of Nodal mRNA expression. In vitro reporter assays identified an Oct3/4 binding motif within the ERE, indicating that the ERE is responsible for the activation of Nodal in mESCs. Furthermore, the ERE was a target of differentiation-associated Polycomb silencing, and the chromatin condensed when mESCs differentiated to embryoid bodies (EBs). Pharmacological inhibition of PRC2 led to the reactivation of Nodal expression in EBs and mouse embryonic fibroblasts (MEFs). The ERE was also targeted by PRC2 in normal human cells. In NODAL-expressing human cancer cells, accumulation of EZH2 and trimethylation of H3K27 at the ERE were diminished. In conclusion, Nodal is epigenetically controlled through the ERE in the mouse embryo and human cells. "
29324742,PMC5783415,Functional characterization of adaptive variation within a cis-regulatory element influencing Drosophila melanogaster growth.,2018,PLoS Biol,10.1371/journal.pbio.2004538,"['Amanda Glaser-Schmitt', 'John Parsch']",[],"Gene expression variation is a major contributor to phenotypic diversity within species and is thought to play an important role in adaptation. However, examples of adaptive regulatory polymorphism are rare, especially those that have been characterized at both the molecular genetic level and the organismal level. In this study, we perform a functional analysis of the Drosophila melanogaster CG9509 enhancer, a cis-regulatory element that shows evidence of adaptive evolution in populations outside the species' ancestral range in sub-Saharan Africa. Using site-directed mutagenesis and transgenic reporter gene assays, we determined that 3 single nucleotide polymorphisms are responsible for the difference in CG9509 expression that is observed between sub-Saharan African and cosmopolitan populations. Interestingly, while 2 of these variants appear to have been the targets of a selective sweep outside of sub-Saharan Africa, the variant with the largest effect on expression remains polymorphic in cosmopolitan populations, suggesting it may be subject to a different mode of selection. To elucidate the function of CG9509, we performed a series of functional and tolerance assays on flies in which CG9509 expression was disrupted. We found that CG9509 plays a role in larval growth and influences adult body and wing size, as well as wing loading. Furthermore, variation in several of these traits was associated with variation within the CG9509 enhancer. The effect on growth appears to result from a modulation of active ecdysone levels and expression of growth factors. Taken together, our findings suggest that selection acted on 3 sites within the CG9509 enhancer to increase CG9509 expression and, as a result, reduce wing loading as D. melanogaster expanded out of sub-Saharan Africa."
29453355,PMC5816651,Co-expression network analysis and cis-regulatory element enrichment determine putative functions and regulatory mechanisms of grapevine ATL E3 ubiquitin ligases.,2018,Sci Rep,10.1038/s41598-018-21377-y,"['Darren C J Wong', 'Pietro Ariani', 'Simone Castellarin', 'Annalisa Polverari', 'Elodie Vandelle']",[],"Arabidopsis thaliana Toxicos en Levadura (ATL) proteins are a subclass of the RING-H2 zinc finger binding E3 ubiquitin ligases. The grapevine (Vitis vinifera) ATL family was recently characterized, revealing 96 members that are likely to be involved in several physiological processes through protein ubiquitination. However, the final targets and biological functions of most ATL E3 ligases are still unknown. We analyzed the co-expression networks among grapevine ATL genes across a set of transcriptomic data related to defense and abiotic stress, combined with a condition-independent dataset. This revealed strong correlations between ATL proteins and diverse signal transduction components and transcriptional regulators, in particular those involved in immunity. An enrichment analysis of cis-regulatory elements in ATL gene promoters and related co-expressed genes highlighted the importance of hormones in the regulation of ATL gene expression. Our work identified several ATL proteins as candidates for further studies aiming to decipher specific grapevine resistance mechanisms activated in response to pathogens."
32486976,PMC7341942,,2020,Proc Biol Sci,10.1098/rspb.2019.2712,"['Kevin Tang', 'Mellissa M C DeMille', 'Jan C Frijters', 'Jeffrey R Gruen']","['auditory processing', 'genetic variation', 'language diversity']","Classic linguistic theory ascribes language change and diversity to population migrations, conquests, and geographical isolation, with the assumption that human populations have equivalent language processing abilities. We hypothesize that spectral and temporal characteristics make some consonant manners vulnerable to differences in temporal precision associated with specific population allele frequencies. To test this hypothesis, we modelled association between RU1-1 alleles of "
