PMID,PMCID,Title,Year,Journal,DOI,Authors,Keywords,Abstract
27611072,PMC5017669,"Comprehensive Small RNA-Seq of Adeno-Associated Virus (AAV)-Infected Human Cells Detects Patterns of Novel, Non-Coding AAV RNAs in the Absence of Cellular miRNA Regulation.",2016,PLoS One,10.1371/journal.pone.0161454,"['Catrin Stutika', 'Mario Mietzsch', 'Andreas Gogol-Döring', 'Stefan Weger', 'Madlen Sohn', 'Wei Chen', 'Regine Heilbronn']",[],"Most DNA viruses express small regulatory RNAs, which interfere with viral or cellular gene expression. For adeno-associated virus (AAV), a small ssDNA virus with a complex biphasic life cycle miRNAs or other small regulatory RNAs have not yet been described. This is the first comprehensive Illumina-based RNA-Seq analysis of small RNAs expressed by AAV alone or upon co-infection with helper adenovirus or HSV. Several hotspots of AAV-specific small RNAs were detected mostly close to or within the AAV-ITR and apparently transcribed from the newly identified anti-p5 promoter. An additional small RNA hotspot was located downstream of the p40 promoter, from where transcription of non-coding RNAs associated with the inhibition of adenovirus replication were recently described. Parallel detection of known Ad and HSV miRNAs indirectly validated the newly identified small AAV RNA species. The predominant small RNAs were analyzed on Northern blots and by human argonaute protein-mediated co-immunoprecipitation. None of the small AAV RNAs showed characteristics of bona fide miRNAs, but characteristics of alternative RNA processing indicative of differentially regulated AAV promoter-associated small RNAs. Furthermore, the AAV-induced regulation of cellular miRNA levels was analyzed at different time points post infection. In contrast to other virus groups AAV infection had virtually no effect on the expression of cellular miRNA, which underscores the long-established concept that wild-type AAV infection is apathogenic. "
28679762,PMC5571256,Adeno-associated Virus (AAV) Serotypes Have Distinctive Interactions with Domains of the Cellular AAV Receptor.,2017,J Virol,10.1128/JVI.00391-17,"['Sirika Pillay', 'Wei Zou', 'Fang Cheng', 'Andreas S Puschnik', 'Nancy L Meyer', 'Safder S Ganaie', 'Xuefeng Deng', 'Jonathan E Wosen', 'Omar Davulcu', 'Ziying Yan', 'John F Engelhardt', 'Kevin E Brown', 'Michael S Chapman', 'Jianming Qiu', 'Jan E Carette']","['AAVR', 'adeno-associated virus', 'gene therapy', 'receptor-ligand interaction', 'viral receptor', 'virus overlay assay', 'virus-host interactions']","Adeno-associated virus (AAV) entry is determined by its interactions with specific surface glycans and a proteinaceous receptor(s). Adeno-associated virus receptor (AAVR) (also named KIAA0319L) is an essential cellular receptor required for the transduction of vectors derived from multiple AAV serotypes, including the evolutionarily distant serotypes AAV2 and AAV5. Here, we further biochemically characterize the AAV-AAVR interaction and define the domains within the ectodomain of AAVR that facilitate this interaction. By using a virus overlay assay, it was previously shown that the major AAV2 binding protein in membrane preparations of human cells corresponds to a glycoprotein with a molecular mass of 150 kDa. By establishing a purification procedure, performing further protein separation by two-dimensional electrophoresis, and utilizing mass spectrometry, we now show that this glycoprotein is identical to AAVR. While we find that AAVR is an N-linked glycosylated protein, this glycosylation is not a strict requirement for AAV2 binding or functional transduction. Using a combination of genetic complementation with deletion constructs and virus overlay assays with individual domains, we find that AAV2 functionally interacts predominantly with the second Ig-like polycystic kidney disease (PKD) repeat domain (PKD2) present in the ectodomain of AAVR. In contrast, AAV5 interacts primarily through the first, most membrane-distal, PKD domain (PKD1) of AAVR to promote transduction. Furthermore, other AAV serotypes, including AAV1 and -8, require a combination of PKD1 and PKD2 for optimal transduction. These results suggest that despite their shared dependence on AAVR as a critical entry receptor, different AAV serotypes have evolved distinctive interactions with the same receptor."
31391273,PMC6803288,A CRISPR Screen Identifies the Cell Polarity Determinant Crumbs 3 as an Adeno-associated Virus Restriction Factor in Hepatocytes.,2019,J Virol,10.1128/JVI.00943-19,"['Victoria J Madigan', 'Tyne O Tyson', 'Julianne A Yuziuk', 'Minakshi Pillai', 'Sven Moller-Tank', 'Aravind Asokan']","['Adeno-associated virus', 'CRISPR', 'carbohydrate', 'cell polarity', 'parvovirus', 'receptor']","Adeno-associated viruses (AAV) are helper-dependent parvoviruses that have been developed into promising gene therapy vectors. Many studies, including a recent unbiased genomic screen, have identified host factors essential for AAV cell entry, but no genome-wide screens that address inhibitory host factors have been reported. Here, we utilize a novel CRISPR screen to identify AAV restriction factors in a human hepatocyte cell line. The major hit from our gain-of-function screen is the apical polarity determinant Crumbs 3 (Crb3). Knockout (KO) of Crb3 enhances AAV transduction, while overexpression exerts the opposite effect. Further, Crb3 appears to restrict AAV transduction in a serotype- and cell type-specific manner. Particularly, for AAV serotype 9 and a rationally engineered AAV variant, we demonstrate that increased availability of galactosylated glycans on the surfaces of Crb3 KO cells, but not the universal AAV receptor, leads to increased capsid attachment and enhanced transduction. We postulate that Crb3 could serve as a key molecular determinant that restricts the availability of AAV glycan attachment factors on the cell surface by maintaining apical-basal polarity and tight junction integrity."
29064732,PMC6435348,Differential Prevalence of Antibodies Against Adeno-Associated Virus in Healthy Children and Patients with Mucopolysaccharidosis III: Perspective for AAV-Mediated Gene Therapy.,2017,Hum Gene Ther Clin Dev,10.1089/humc.2017.109,"['Haiyan Fu', 'Aaron S Meadows', 'Ricardo J Pineda', 'Krista L Kunkler', 'Kristen V Truxal', 'Kim L McBride', 'Kevin M Flanigan', 'Douglas M McCarty']","['AAV', 'MPS III', 'pre-existing Abs', 'seroprevalance']","Recombinant adeno-associated virus (AAV) vectors are promising gene therapy tools. However, pre-existing antibodies (Abs) to many useful AAV serotypes pose a critical challenge for the translation of gene therapies. As part of AAV gene therapy program for treating mucopolysaccharidosis (MPS) III patients, the seroprevalence profiles of AAV1-9 and rh74 were investigated in MPS IIIA/IIIB patients and in healthy children. Using enzyme-linked immunosorbent assay for αAAV-IgG, significantly higher seroprevalence was observed for AAV1 and AAVrh74 in 2- to 7-year-old MPS III patients than in healthy controls. Seroprevalence for the majority of tested AAV serotypes appears to peak before 8 years of age in MPS III subjects, with the exception of increases in αAAV8 and αAAV9 Abs in 8- to 19-year-old MPS IIIA patients. In contrast, significant increases in seroprevalence were observed for virtually all tested AAV serotypes in 8- to 15-year-old healthy children compared to 2- to 7-year-olds. Co-prevalence and Ab level correlation results followed the previously established divergence-based clade positions of AAV1-9. Interestingly, the individuals positive for αAAVrh74-Abs showed the lowest co-prevalence with Abs for AAV1-9 (22-40%). However, all or nearly all (77-100%) of subjects who were seropositive for any of serotypes 1-9 were also positive for αAAVrh74-IgG. Notably, the majority (78%) of αAAV seropositive individuals were also Ab-positive for one to five of the tested AAV serotypes, mostly with low levels of αAAV-Abs (1:50-100), while a minority (22%) were seropositive for six or more AAV serotypes, mostly with high levels of αAAV-IgG for multiple serotypes. In general, the highest IgG levels were reactive to AAV2, AAV3, and AAVrh74. The data illustrate the complex seroprevalence profiles of AAV1-9 and rh74 in MPS patients and healthy children, indicating the potential association of AAV seroprevalence with age and disease conditions. The broad co-prevalence of Abs for different AAV serotypes reinforces the challenge of pre-existing αAAV-Abs for translating AAV gene therapy to clinical applications, regardless of the vector serotype."
30089698,PMC6158442,Mapping an Adeno-associated Virus 9-Specific Neutralizing Epitope To Develop Next-Generation Gene Delivery Vectors.,2018,J Virol,10.1128/JVI.01011-18,"['April R Giles', 'Lakshmanan Govindasamy', 'Suryanarayan Somanathan', 'James M Wilson']","['adeno-associated virus', 'gene therapy', 'neutralizing antibody', 'structural biology', 'vector engineering']","Recent clinical trials have demonstrated the potential of adeno-associated virus (AAV)-based vectors for treating rare diseases. However, significant barriers remain for the translation of these vectors into widely available therapies. In particular, exposure to the AAV capsid can generate an immune response of neutralizing antibodies. One approach to overcome this response is to map the AAV-specific neutralizing epitopes and rationally design an AAV capsid able to evade neutralization. To accomplish this, we isolated a monoclonal antibody against AAV9 following immunization of BALB/c mice and hybridoma screening. This antibody, PAV9.1, is specific for intact AAV9 capsids and has a high neutralizing titer of >1:160,000. We used cryo-electron microscopy to reconstruct PAV9.1 in complex with AAV9. We then mapped its epitope to the 3-fold axis of symmetry on the capsid, specifically to residues 496-NNN-498 and 588-QAQAQT-592. Capsid mutagenesis demonstrated that even a single amino acid substitution within this epitope markedly reduced binding and neutralization by PAV9.1. In addition, "
29978729,,Impact of the Assembly-Activating Protein on Molecular Evolution of Synthetic Adeno-Associated Virus Capsids.,2018,Hum Gene Ther,10.1089/hum.2018.085,"['Anne-Kathrin Herrmann', 'Stefanie Große', 'Kathleen Börner', 'Chiara Krämer', 'Ellen Wiedtke', 'Manuel Gunkel', 'Dirk Grimm']","['AAP', 'AAV', 'DNA family shuffling', 'adeno-associated virus', 'assembly-activating protein', 'molecular evolution']","Over the last decade, the role of the assembly-activating protein (AAP) has begun to be dissected for the formation of adeno-associated virus (AAV) capsids based on different viral serotypes. Recently, the authors' group has specifically studied AAP's relevance during production of AAV gene therapy vectors in mammalian or insect cells, and AAP was found to be essential for capsid protein stabilization and generation of functional vector particles. Here, the lingering question is additionally addressed of whether molecular AAV evolution via DNA family shuffling of viral capsid genes would perturb AAP functionality due to concurrent and inadvertent recombination of the AAP open reading frame. To this end, a battery of complementary experiments was conducted in which: (1) the ability of chimeric AAP from AAVDJ, a hybrid of serotypes 2, 8, and 9, was tested to rescue AAP knockouts in the three parental serotypes; (2) the functionality of 60 chimeric AAPs extracted from five shuffled, unselected capsid libraries was measured; (3) whether production of different shuffled libraries, 10 wild-type serotypes or 25 individual chimeric capsids, can be enhanced by overexpression of AAP cocktails was assessed; and (4) the activity of 12 chimeric AAPs isolated from a shuffled library that was iteratively selected in vivo in mouse livers was studied. Collectively, the data demonstrate a remarkable tolerance of AAP for recombination via DNA family shuffling, evidenced by the findings that (1) all chimeric AAPs studied here retained at least partial activity, even in cases where the cognate hybrid capsid may be non-functional, and that (2) ectopic AAP overexpression did not enhance production of shuffled AAV chimeras or libraries, implying that the inherently encoded hybrid AAP variants are sufficiently active. Together, this work provides compelling evidence that AAP is not rate limiting during AAV capsid shuffling and thereby relieves a major concern in the field of AAV vector evolution."
31317781,,Infectivity Assessment of Recombinant Adeno-Associated Virus and Wild-Type Adeno-Associated Virus Exposed to Various Diluents and Environmental Conditions.,2020,Hum Gene Ther Methods,10.1089/hgtb.2019.082,"['Taro Tomono', 'Yukihiko Hirai', 'Hideto Chono', 'Junichi Mineno', 'Akiko Ishii', 'Masafumi Onodera', 'Akira Tamaoka', 'Takashi Okada']","['EtOH', 'NaClO', 'NaOH', 'UV', 'adeno-associated virus', 'disinfectant', 'infectivity', 'rAAV', 'tap water', 'viral shedding']","Recombinant adeno-associated virus (rAAV) is a promising gene delivery vehicle that has been approved as a gene therapy drug for some genetic disorders, and is being evaluated in clinical trials. To further promote clinical research under the Food and Drug Administration Investigational New Drug application, the stability of rAAV must be assessed under various conditions. However, there is scant data concerning the stability of a variety of rAAV serotypes. We hypothesized that the difference of capsid structure causes differences in stability. To investigate this hypothesis, rAAV serotypes (rAAV1, rAAV2, rAAV8, and rAAV9) were exposed to diluents and various environmental conditions, including ultraviolet (UV) irradiation, 0.1 M sodium hydroxide (NaOH), 0.06% sodium hypochlorite (NaClO), tap water, and 70% ethanol (EtOH). The changes of the infectivity of the treated samples were assessed by transduction in HeLaRC32 cells as a criterion of stability. The infectivity between recombinant and wild-type AAV (wtAAV2) was also analyzed. The activity of all rAAV serotypes was weakened by UV irradiation and NaOH and NaClO exposure. Treatment for 10 days with tap water or 70% EtOH did not appreciably inactivate rAAV1, rAAV8, and rAAV9, but did affect the activity of rAAV2. Furthermore, the infectivity of rAAV2 did not surpass wtAAV2 infectivity. The results will be important for clinical studies for gene therapy using rAAV."
29723270,PMC5933702,Creating an arsenal of Adeno-associated virus (AAV) gene delivery stealth vehicles.,2018,PLoS Pathog,10.1371/journal.ppat.1006929,"['J Kennon Smith', 'Mavis Agbandje-McKenna']",[],"The Adeno-associated virus (AAV) gene delivery system is ushering in a new and exciting era in the United States; following the first approved gene therapy (Glybera) in Europe, the FDA has approved a second therapy, Luxturna [1]. However, challenges to this system remain. In viral gene therapy, the surface of the capsid is an important determinant of tissue tropism, impacts gene transfer efficiency, and is targeted by the human immune system. Preexisting immunity is a significant challenge to this approach, and the ability to visualize areas of antibody binding (""footprints"") can inform efforts to improve the efficacy of viral vectors. Atomic resolution, smaller proteins, and asymmetric structures are the goals to attain in cryo-electron microscopy and image reconstruction (cryo-EM) as of late. The versatility of the technique and the ability to vitrify a wide range of heterogeneous molecules in solution allow structural biologists to characterize a variety of protein-DNA and protein-protein interactions at lower resolution. Cryo-EM has served as an important means to study key surface areas of the AAV gene delivery vehicle-specifically, those involved with binding neutralizing antibodies (NAbs) [2-4]. This method offers a unique opportunity for visualizing antibody binding ""hotspots"" on the surface of these and other viral vectors. When combined with mutagenesis, one can eliminate these hotspots to create viral vectors with the ability to avoid preexisting host immune recognition during gene delivery and genetic defect correction in disease treatment. Here, we discuss the use of structure-guided site-directed mutagenesis and directed evolution to create ""stealth"" AAV vectors with modified surface amino acid sequences that allow NAb avoidance while maintaining natural capsid functions or gaining desired novel tropisms."
29259525,PMC5733846,Adeno-associated Virus (AAV) Dual Vector Strategies for Gene Therapy Encoding Large Transgenes.,2017,Yale J Biol Med,,"['Michelle E McClements', 'Robert E MacLaren']","['AAV', 'Dual vector', 'gene therapy', 'large transgenes']","The use of adeno-associated viral (AAV) vectors for gene therapy treatments of inherited disorders has accelerated over the past decade with multiple clinical trials ongoing in varying tissue types and new ones initiating every year. These vectors are exhibiting low-immunogenicity across the clinical trials in addition to showing evidence of efficacy, making it clear they are the current standard vector for any potential gene therapy treatment. However, AAV vectors do have a limitation in their packaging capacity, being capable of holding no more than ~5kb of DNA and in a therapeutic transgene scenario, this length of DNA would need to include genetic control elements in addition to the gene coding sequence (CDS) of interest. Given that numerous diseases are caused by mutations in genes with a CDS exceeding 3.5kb, this makes packaging into a single AAV capsid not possible for larger genes. Due to this problem, yet with the desire to use AAV vectors, research groups have adapted the standard AAV gene therapy approach to enable delivery of such large genes to target cells using dual AAV vector systems. Here we review the AAV dual vector strategies currently employed and highlight the virtues and drawbacks of each method plus the likelihood of success with such approaches."
29725339,PMC5916967,Efficient Capsid Antigen Presentation From Adeno-Associated Virus Empty Virions ,2018,Front Immunol,10.3389/fimmu.2018.00844,"['Xiaolei Pei', 'Lauriel Freya Earley', 'Yi He', 'Xiaojing Chen', 'Nikita Elexa Hall', 'Richard Jude Samulski', 'Chengwen Li']","['CD8+ T cells', 'adeno-associated virus', 'antigen presentation', 'capsid', 'empty virions']","Adeno-associated virus (AAV) vectors have been successfully applied in clinical trials for hemophilic patients. Although promising, the clinical results suggest that the capsid-specific CD8+T cell response has a negative effect on therapeutic success. In an "
