PMID,PMCID,Title,Year,Journal,DOI,Authors,Keywords,Abstract
30039465,,The plastid genome as a chassis for synthetic biology-enabled metabolic engineering: players in gene expression.,2018,Plant Cell Rep,10.1007/s00299-018-2323-4,"['Heidi S Schindel', 'Agnieszka A Piatek', 'C Neal Stewart', 'Scott C Lenaghan']","['Genomic cross talk', 'Metabolic engineering', 'Promoters', 'Synthetic biology', 'UTRs']","Owing to its small size, prokaryotic-like molecular genetics, and potential for very high transgene expression, the plastid genome (plastome) is an attractive plant synthetic biology chassis for metabolic engineering. The plastome exists as a homogenous, compact, multicopy genome within multiple-specialized differentiated plastid compartments. Because of this multiplicity, transgenes can be highly expressed. For coordinated gene expression, it is the prokaryotic molecular genetics that is an especially attractive feature. Multiple genes in a metabolic pathway can be expressed in a series of operons, which are regulated at the transcriptional and translational levels with cross talk from the plant's nuclear genome. Key features of each regulatory level are reviewed, as well as some examples of plastome-enabled metabolic engineering. We also speculate about the transformative future of plastid-based synthetic biology to enable metabolic engineering in plants as well as the problems that must be solved before routine plastome-enabled synthetic circuits can be installed."
32794018,,Efficient long fragment editing technique enables large-scale and scarless bacterial genome engineering.,2020,Appl Microbiol Biotechnol,10.1007/s00253-020-10819-1,"['Chaoyong Huang', 'Liwei Guo', 'Jingge Wang', 'Ning Wang', 'Yi-Xin Huo']","['Genetic stability', 'Genome engineering', 'Genome simplification', 'Long fragment editing', 'Metabolic engineering']","Bacteria are versatile living systems that enhance our understanding of nature and enable biosynthesis of valuable chemicals. Long fragment editing techniques are of great importance for accelerating bacterial genome engineering to obtain desirable and genetically stable strains. However, the existing genome editing methods cannot meet the needs of engineers. We herein report an efficient long fragment editing method for large-scale and scarless genome engineering in Escherichia coli. The method enabled us to insert DNA fragments up to 12 kb into the genome and to delete DNA fragments up to 186.7 kb from the genome, with positive rates over 95%. We applied this method for E. coli genome simplification, resulting in 12 individual deletion mutants and four cumulative deletion mutants. The simplest genome lost a total of 370.6 kb of DNA sequence containing 364 open reading frames. Additionally, we applied this technique to metabolic engineering and obtained a genetically stable plasmid-independent isobutanol production strain that produced 1.3 g/L isobutanol via shake-flask fermentation. These results suggest that the method is a powerful genome engineering tool, highlighting its potential to be applied in synthetic biology and metabolic engineering. KEY POINTS: • This article reports an efficient genome engineering tool for E. coli. • The tool is advantageous for the manipulations of long DNA fragments. • The tool has been successfully applied for genome simplification. • The tool has been successfully applied for metabolic engineering."
25155412,,Genome engineering and gene expression control for bacterial strain development.,2014,Biotechnol J,10.1002/biot.201400057,"['Chan Woo Song', 'Joungmin Lee', 'Sang Yup Lee']","['Bacteria', 'CRISPR-Cas9', 'Genome engineering', 'Metabolic engineering', 'Small regulatory RNA']","In recent years, a number of techniques and tools have been developed for genome engineering and gene expression control to achieve desired phenotypes of various bacteria. Here we review and discuss the recent advances in bacterial genome manipulation and gene expression control techniques, and their actual uses with accompanying examples. Genome engineering has been commonly performed based on homologous recombination. During such genome manipulation, the counterselection systems employing SacB or nucleases have mainly been used for the efficient selection of desired engineered strains. The recombineering technology enables simple and more rapid manipulation of the bacterial genome. The group II intron-mediated genome engineering technology is another option for some bacteria that are difficult to be engineered by homologous recombination. Due to the increasing demands on high-throughput screening of bacterial strains having the desired phenotypes, several multiplex genome engineering techniques have recently been developed and validated in some bacteria. Another approach to achieve desired bacterial phenotypes is the repression of target gene expression without the modification of genome sequences. This can be performed by expressing antisense RNA, small regulatory RNA, or CRISPR RNA to repress target gene expression at the transcriptional or translational level. All of these techniques allow efficient and rapid development and screening of bacterial strains having desired phenotypes, and more advanced techniques are expected to be seen. "
28295439,,Genome Engineering and Modification Toward Synthetic Biology for the Production of Antibiotics.,2017,Med Res Rev,10.1002/med.21439,"['Xuan Zou', 'Lianrong Wang', 'Zhiqiang Li', 'Jie Luo', 'Yunfu Wang', 'Zixin Deng', 'Shiming Du', 'Shi Chen']","['antibiotics', 'genome engineering', 'genome modification', 'synthetic biology']","Antibiotic production is often governed by large gene clusters composed of genes related to antibiotic scaffold synthesis, tailoring, regulation, and resistance. With the expansion of genome sequencing, a considerable number of antibiotic gene clusters has been isolated and characterized. The emerging genome engineering techniques make it possible towards more efficient engineering of antibiotics. In addition to genomic editing, multiple synthetic biology approaches have been developed for the exploration and improvement of antibiotic natural products. Here, we review the progress in the development of these genome editing techniques used to engineer new antibiotics, focusing on three aspects of genome engineering: direct cloning of large genomic fragments, genome engineering of gene clusters, and regulation of gene cluster expression. This review will not only summarize the current uses of genomic engineering techniques for cloning and assembly of antibiotic gene clusters or for altering antibiotic synthetic pathways but will also provide perspectives on the future directions of rebuilding biological systems for the design of novel antibiotics."
29649388,,The Genome-Based Metabolic Systems Engineering to Boost Levan Production in a Halophilic Bacterial Model.,2019,OMICS,10.1089/omi.2017.0216,"['Busra Aydin', 'Tugba Ozer', 'Ebru Toksoy Oner', 'Kazim Yalcin Arga']","['Halomonas smyrnensis', 'insertional mutagenesis', 'levan', 'metabolic systems engineering', 'overproduction']","Metabolic systems engineering is being used to redirect microbial metabolism for the overproduction of chemicals of interest with the aim of transforming microbial hosts into cellular factories. In this study, a genome-based metabolic systems engineering approach was designed and performed to improve biopolymer biosynthesis capability of a moderately halophilic bacterium Halomonas smyrnensis AAD6"
29050667,,Toward Genome-Based Metabolic Engineering in Bacteria.,2017,Adv Appl Microbiol,10.1016/bs.aambs.2017.07.001,"['Sabine Oesterle', 'Irene Wuethrich', 'Sven Panke']","['Biotechnology', 'CRISPR Cas9', 'Chromosome engineering', 'Commodity chemicals', 'Fine chemicals', 'Genome engineering', 'Metabolic engineering']","Prokaryotes modified stably on the genome are of great importance for production of fine and commodity chemicals. Traditional methods for genome engineering have long suffered from imprecision and low efficiencies, making construction of suitable high-producer strains laborious. Here, we review the recent advances in discovery and refinement of molecular precision engineering tools for genome-based metabolic engineering in bacteria for chemical production, with focus on the λ-Red recombineering and the clustered regularly interspaced short palindromic repeats/Cas9 nuclease systems. In conjunction, they enable the integration of in vitro-synthesized DNA segments into specified locations on the chromosome and allow for enrichment of rare mutants by elimination of unmodified wild-type cells. Combination with concurrently developing improvements in important accessory technologies such as DNA synthesis, high-throughput screening methods, regulatory element design, and metabolic pathway optimization tools has resulted in novel efficient microbial producer strains and given access to new metabolic products. These new tools have made and will likely continue to make a big impact on the bioengineering strategies that transform the chemical industry."
27693320,,CRISPR-Cas9 for the genome engineering of cyanobacteria and succinate production.,2016,Metab Eng,10.1016/j.ymben.2016.09.006,"['Hung Li', 'Claire R Shen', 'Chun-Hung Huang', 'Li-Yu Sung', 'Meng-Ying Wu', 'Yu-Chen Hu']","['CRISPR-Cas9', 'Cyanobacteria', 'Genome editing', 'Metabolic engineering', 'PCC 7942', 'Succinate', 'Synechococcus elongatus']","Cyanobacteria hold promise as a cell factory for producing biofuels and bio-derived chemicals, but genome engineering of cyanobacteria such as Synechococcus elongatus PCC 7942 poses challenges because of their oligoploidy nature and long-term instability of the introduced gene. CRISPR-Cas9 is a newly developed RNA-guided genome editing system, yet its application for cyanobacteria engineering has yet to be reported. Here we demonstrated that CRISPR-Cas9 system can effectively trigger programmable double strand break (DSB) at the chromosome of PCC 7942 and provoke cell death. With the co-transformation of template plasmid harboring the gene cassette and flanking homology arms, CRISPR-Cas9-mediated DSB enabled precise gene integration, ameliorated the homologous recombination efficiency and allowed the use of lower amount of template DNA and shorter homology arms. The CRISPR-Cas9-induced cell death imposed selective pressure and enhanced the chance of concomitant integration of gene cassettes into all chromosomes of PCC 7942, hence accelerating the process of obtaining homogeneous and stable recombinant strains. We further explored the feasibility of engineering cyanobacteria by CRISPR-Cas9-assisted simultaneous glgc knock-out and gltA/ppc knock-in, which improved the succinate titer to 435.0±35.0μg/L, an ≈11-fold increase when compared with that of the wild-type cells. These data altogether justify the use of CRISPR-Cas9 for genome engineering and manipulation of metabolic pathways in cyanobacteria."
25985322,,Genome Engineering in Cyanobacteria: Where We Are and Where We Need To Go.,2015,ACS Synth Biol,10.1021/acssynbio.5b00043,"['C Josh Ramey', 'Ángel Barón-Sola', 'Hanna R Aucoin', 'Nanette R Boyle']",[],"Genome engineering of cyanobacteria is a promising area of development in order to produce fuels, feedstocks, and value-added chemicals in a sustainable way. Unfortunately, the current state of genome engineering tools for cyanobacteria lags far behind those of model organisms such as Escherichia coli and Saccharomyces cerevisiae. In this review, we present the current state of synthetic biology tools for genome engineering efforts in the most widely used cyanobacteria strains and areas that need concerted research efforts to improve tool development. Cyanobacteria pose unique challenges to genome engineering efforts because their cellular biology differs significantly from other eubacteria; therefore, tools developed for other genera are not directly transferrable. Standardized parts, such as promoters and ribosome binding sites, which control gene expression, require characterization in cyanobacteria in order to have fully predictable results. The application of these tools to genome engineering efforts is also discussed; the ability to do genome-wide searching and to introduce multiple mutations simultaneously is an area that needs additional research in order to enable fast and efficient strain engineering. "
30415341,,DNA Break Repair in Plants and Its Application for Genome Engineering.,2019,Methods Mol Biol,10.1007/978-1-4939-8778-8_17,"['Carla Schmidt', 'Michael Pacher', 'Holger Puchta']","['DSB repair', 'Gene targeting', 'Genome engineering', 'HDR', 'NHEJ', 'Programmable nucleases']","Genome engineering is a biotechnological approach to precisely modify the genetic code of a given organism in order to change the context of an existing sequence or to create new genetic resources, e.g., for obtaining improved traits or performance. Efficient targeted genome alterations are mainly based on the induction of DNA double-strand breaks (DSBs) or adjacent single-strand breaks (SSBs). Naturally, all organisms continuously have to deal with DNA-damaging factors challenging the genetic integrity, and therefore a wide range of DNA repair mechanisms have evolved. A profound understanding of the different repair pathways is a prerequisite to control and enhance targeted gene modifications. DSB repair can take place by nonhomologous end joining (NHEJ) or homology-dependent repair (HDR). As the main outcome of NHEJ-mediated repair is accompanied by small insertions and deletions, it is applicable to specifically knock out genes or to rearrange linkage groups or whole chromosomes. The basic requirement for HDR is the presence of a homologous template; thus this process can be exploited for targeted integration of ectopic sequences into the plant genome. The development of different types of artificial site-specific nucleases allows for targeted DSB induction in the plant genome. Such synthetic nucleases have been used for both qualitatively studying DSB repair in vivo with respect to mechanistic differences and quantitatively in order to determine the role of key factors for NHEJ and HR, respectively. The conclusions drawn from these studies allow for a better understanding of genome evolution and help identifying synergistic or antagonistic genetic interactions while supporting biotechnological applications for transiently modifying the plant DNA repair machinery in favor of targeted genome engineering."
29754227,,Targeted Genome Editing Using DNA-Free RNA-Guided Cas9 Ribonucleoprotein for CHO Cell Engineering.,2019,Methods Mol Biol,10.1007/978-1-4939-7795-6_8,"['Jongoh Shin', 'Namil Lee', 'Suhyung Cho', 'Byung-Kwan Cho']","['CHO cells', 'CRISPR/Cas9', 'Cas9 RNP complex', 'Cas9 ribonucleoproteins', 'Gene deletion', 'T7E1 assay']","Recent advances in the CRISPR/Cas9 system have dramatically facilitated genome engineering in various cell systems. Among the protocols, the direct delivery of the Cas9-sgRNA ribonucleoprotein (RNP) complex into cells is an efficient approach to increase genome editing efficiency. This method uses purified Cas9 protein and in vitro transcribed sgRNA to edit the target gene without vector DNA. We have applied the RNP complex to CHO cell engineering to obtain desirable phenotypes and to reduce unintended insertional mutagenesis and off-target effects. Here, we describe our routine methods for RNP complex-mediated gene deletion including the protocols to prepare the purified Cas9 protein and the in vitro transcribed sgRNA. Subsequently, we also describe a protocol to confirm the edited genomic positions using the T7E1 enzymatic assay and next-generation sequencing."
28545559,PMC5445467,Millstone: software for multiplex microbial genome analysis and engineering.,2017,Genome Biol,10.1186/s13059-017-1223-1,"['Daniel B Goodman', 'Gleb Kuznetsov', 'Marc J Lajoie', 'Brian W Ahern', 'Michael G Napolitano', 'Kevin Y Chen', 'Changping Chen', 'George M Church']","['Bioinformatics', 'Experimental evolution', 'Genome engineering', 'Laboratory evolution', 'Microbial evolution', 'Synthetic biology', 'Synthetic genomics', 'Whole-genome sequencing']","Inexpensive DNA sequencing and advances in genome editing have made computational analysis a major rate-limiting step in adaptive laboratory evolution and microbial genome engineering. We describe Millstone, a web-based platform that automates genotype comparison and visualization for projects with up to hundreds of genomic samples. To enable iterative genome engineering, Millstone allows users to design oligonucleotide libraries and create successive versions of reference genomes. Millstone is open source and easily deployable to a cloud platform, local cluster, or desktop, making it a scalable solution for any lab."
32019919,PMC7000699,Organizing genome engineering for the gigabase scale.,2020,Nat Commun,10.1038/s41467-020-14314-z,"['Bryan A Bartley', 'Jacob Beal', 'Jonathan R Karr', 'Elizabeth A Strychalski']",[],"Genome-scale engineering holds great potential to impact science, industry, medicine, and society, and recent improvements in DNA synthesis have enabled the manipulation of megabase genomes. However, coordinating and integrating the workflows and large teams necessary for gigabase genome engineering remains a considerable challenge. We examine this issue and recommend a path forward by: 1) adopting and extending existing representations for designs, assembly plans, samples, data, and workflows; 2) developing new technologies for data curation and quality control; 3) conducting fundamental research on genome-scale modeling and design; and 4) developing new legal and contractual infrastructure to facilitate collaboration."
31618020,,Genome-Wide Mapping of Oxidative DNA Damage via Engineering of 8-Oxoguanine DNA Glycosylase.,2019,Biochemistry,10.1021/acs.biochem.9b00782,"['Yuxin Fang', 'Peng Zou']",[],"The occurrence of 8-oxo-7,8-dihydroguanine (OG) in the genome, as one of the major DNA oxidative damages, has been implicated in an array of biological processes, ranging from mutagenesis to transcriptional regulation. Genome-wide mapping of oxidative damages could shed light on the underlying cellular mechanism. In the present study, we engineered the hOGG1 enzyme, a primary 8-oxoguanine DNA glycosylase, into a guanine oxidation-profiling tool. Our method, called enTRAP-seq, successfully identified more than 1400 guanine oxidation sites in the mouse embryonic fibroblast genome. These OG peaks were enriched in open chromatin regions and regulatory elements, including promoters, 5' untranslated regions, and CpG islands. Collectively, we present a simple and generalizable approach for the genome-wide profiling of DNA damages with high sensitivity and specificity."
31828408,,Genome mining integrating semi-rational protein engineering and nanoreactor design: roadmap for a robust biocatalyst for industrial resolution of Vince lactam.,2019,Appl Microbiol Biotechnol,10.1007/s00253-019-10275-6,"['Hongxia Li', 'Shuaihua Gao', 'Yan Qiu', 'Chaoqun Liang', 'Shaozhou Zhu', 'Guojun Zheng']","['Biocatalysis', 'Carbocyclic nucleoside', 'Direct evolution', 'Protein nanoreactor', 'Self-assembling', 'Semi-rational engineering', 'Vince lactam']","Biomanufacturing of chemicals using biocatalysts is an attractive strategy for the production of valuable pharmaceuticals since it is usually more economical and has a much-reduced environmental impact. However, there are often challenges such as their thermal instability that should be overcome before a newly discovered enzyme is eventually translated into industrial processes. In this work, we describe a roadmap for the development of a robust catalyst for industrial resolution of Vince lactam, a key intermediate for the synthesis of carbocyclic-nucleoside-related pharmaceuticals. By a genome mining strategy, a new (+)-γ-lactamase (MiteL) from Microbacterium testaceum was successfully discovered and biochemically characterized. In vitro studies showed that the enzyme exhibited high activity but poor enantioselectivity (E = 6.3 ± 0.2) toward racemic Vince lactam, and thus, it is not suitable for industrial applications. Based on structural modeling and docking studies, a semi-rational engineering strategy combined with an efficient screening method was then applied to improve the enantioselectivity of MiteL. Several mutants with significant shifting stereoselectivity toward (-)-γ-lactam were obtained by site-saturation mutagenesis. Synergy effects led to the final mutant F14D/Q114R/M117L, which enabled efficient acquisition of (-)-γ-lactam with a high E value (> 200). The mutant was biochemically characterized, and the docking studies suggested a plausible mechanism for its improved selectivity. Finally, a sunflower-like nanoreactor was successfully constructed to improve the mutant's robustness via protein supramolecular self-assembly. Thus, the synergism between semi-rational protein engineering and self-assembling immobilization enabled construction of a nanoreactor with superior properties, which can be used for resolution of Vince lactam in large scale."
32450802,PMC7249668,Precision genome editing in plants: state-of-the-art in CRISPR/Cas9-based genome engineering.,2020,BMC Plant Biol,10.1186/s12870-020-02385-5,"['Naoki Wada', 'Risa Ueta', 'Yuriko Osakabe', 'Keishi Osakabe']","['CRISPR/Cas9', 'CRISPR/dCas9', 'Null segregant', 'Plant genome engineering']","Traditionally, generation of new plants with improved or desirable features has relied on laborious and time-consuming breeding techniques. Genome-editing technologies have led to a new era of genome engineering, enabling an effective, precise, and rapid engineering of the plant genomes. Clustered regularly interspaced short palindromic repeats (CRISPR)/CRISPR-associated protein 9 (CRISPR/Cas9) has emerged as a new genome-editing tool, extensively applied in various organisms, including plants. The use of CRISPR/Cas9 allows generating transgene-free genome-edited plants (""null segregants"") in a short period of time. In this review, we provide a critical overview of the recent advances in CRISPR/Cas9 derived technologies for inducing mutations at target sites in the genome and controlling the expression of target genes. We highlight the major breakthroughs in applying CRISPR/Cas9 to plant engineering, and challenges toward the production of null segregants. We also provide an update on the efforts of engineering Cas9 proteins, newly discovered Cas9 variants, and novel CRISPR/Cas systems for use in plants. The application of CRISPR/Cas9 and related technologies in plant engineering will not only facilitate molecular breeding of crop plants but also accelerate progress in basic research."
25578717,,On the road to synthetic life: the minimal cell and genome-scale engineering.,2015,Crit Rev Biotechnol,10.3109/07388551.2014.989423,['Mario Juhas'],"['Chassis', 'essential gene', 'genome assembly', 'high-throughput genome engineering', 'robust cell', 'synthetic biology']","Synthetic biology employs rational engineering principles to build biological systems from the libraries of standard, well characterized biological parts. Biological systems designed and built by synthetic biologists fulfill a plethora of useful purposes, ranging from better healthcare and energy production to biomanufacturing. Recent advancements in the synthesis, assembly and ""booting-up"" of synthetic genomes and in low and high-throughput genome engineering have paved the way for engineering on the genome-wide scale. One of the key goals of genome engineering is the construction of minimal genomes consisting solely of essential genes (genes indispensable for survival of living organisms). Besides serving as a toolbox to understand the universal principles of life, the cell encoded by minimal genome could be used to build a stringently controlled ""cell factory"" with a desired phenotype. This review provides an update on recent advances in the genome-scale engineering with particular emphasis on the engineering of minimal genomes. Furthermore, it presents an ongoing discussion to the scientific community for better suitability of minimal or robust cells for industrial applications. "
